id,name_hu,name_latin,category,region,era,period,epoch,mya_min,mya_max,height_m_min,height_m_max,length_m_min,length_m_max,weight_kg_min,weight_kg_max,discovery_year,discoverer_name,description_hu,rarity,created_at,updated_at,taxonomy_group,pack_number,education_level,edu,height_m_est,height_m_est_max,height_m_est_min,taxonomy_hu,diet_hu,diet_eng,latin_name_end
b98ccb02-e3ab-4616-a35f-2067bf64a6ea,Diplodocus,Diplodocus,dinosaur,Észak-Amerika,Mezozoikum,Jura,késő-jura,155,145,8.58,null,26,null,15000,25000,1877,Benjamin Mudge és Samuel Wendell Williston,"A Diplodocus a késő jura időszak ikonikus, rendkívül hosszú testű növényevő dinoszaurusza, amely Észak-Amerika vidékeit népesítette be. Testfelépítését a rendkívül hosszú, ostorszerű farok és a megnyúlt nyak dominálta, amelyek segítségével hatalmas területekről tudta lelegelni a növényzetet anélkül, hogy megmozdult volna. Testhossza elérhette a 25-30 métert is, miközben testtömege a többi szauropodához képest viszonylag könnyű, nagyjából 10-15 tonna maradt. Híres ostorszerű farkát a kutatók szerint védekezésre vagy hangos csattogtatásra, kommunikációra is használhatta.",common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,1,bonus,5,null,null,8.58,null,ismeretlen,unknown,
de121a36-048f-4b8d-8240-c39d22799327,Gorgosaurus,Gorgosaurus,dinosaur,Észak-Amerika,Mezozoikum,Kréta,késő-kréta,80,73,2.84,null,8.6,null,null,null,1913,Lawrence Lambe,"A Gorgosaurus a Tyrannosauridae családba tartozó, félelmetes, két lábon járó csúcsragadozó volt, amely a késő kréta időszakban élt Észak-Amerika nyugati részén. Körülbelül 8-9 méter hosszúra nőtt, súlya elérte a 2-3 tonnát, így valamivel kisebb és könnyebb volt, mint híres utódja, a T. rex. Karcsúbb testfelépítése és hosszú hátsó végtagjai miatt rendkívül gyors és mozgékony vadásznak számított, amely könnyedén utolérte a kacsacsőrű dínókat. Hatalmas koponyájában tucatnyi éles, hátrafelé hajló fog sorakozott, amelyekkel könnyedén összeroppantotta a zsákmány csontjait.",common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,3,bonus,5,null,null,2.84,null,ismeretlen,unknown,
7d5f991a-9167-4a57-b295-b7816ba184c5,Alvarezsaurus,Alvarezsaurus,dinosaur,Dél-Amerika,Mezozoikum,Kréta,késő-kréta,89,85,0.66,null,2,null,null,null,1987,José Bonaparte,"Az Alvarezsaurus egy kisméretű, rendkívül madárszerű és különleges theropoda dinoszaurusz, amely a késő kréta időszakban élt a mai Argentína területén. Testhossza nagyjából 1-1,5 méter volt, súlya pedig alig érte el a néhány kilogrammot, felépítése karcsú, hosszú lábú futómadárhoz hasonlított. Legmeghökkentőbb tulajdonsága a csökevényes, ám rendkívül erős mellső végtagja, amelyen egyetlen, hatalmasra nőtt karom ült. A paleontológusok szerint ezt a speciális karmot a mai sörényes hangyászokhoz hasonlóan hangyabolyok és korhadt fák feltépésére használhatta, hogy rovarokkal táplálkozzon.",common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,7,bonus,5,null,null,0.66,null,ismeretlen,unknown,
b7b165da-0a1e-417e-a48e-8dad362aec7d,Unenlagia,Unenlagia,dinosaur,Dél-Amerika,Mezozoikum,Kréta,késő-kréta,94,86,0.79,null,2.4,null,null,null,1996,José Bonaparte,"Az Unenlagia egy madárszerű jellemzőkkel bíró, kecses és kistermetű dromaeosaurid dinoszaurusz, amely a kréta időszakban lakta Dél-Amerikát. Körülbelül 2-3 méter hosszú volt, és felépítése rendkívül szoros evolúciós kapcsolatot mutat a madarak ősével. Vállszerkezete lehetővé tette, hogy mellső végtagjait a mai madarakhoz hasonlóan emelje és mozgassa, bár repülésre még képtelen volt, és testét valószínűleg tollak borították. Gyors, két lábon futó ragadozóként kis termetű gerincesekre vadászott a korabeli erdős és folyóparti területeken.",common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,9,bonus,5,null,null,0.79,null,ismeretlen,unknown,
9281d140-0c2f-4618-8b95-2d3bf7d7fbec,Argentinosaurus,Argentinosaurus,dinosaur,Dél-Amerika,Mezozoikum,Kréta,késő-kréta,90,90,11.55,null,35,null,70000,null,1987,Guillermo Heredia (leírta Bonaparte és Coria),"Az Argentinosaurus a valaha élt egyik legnagyobb szárazföldi állat volt, amely a késő kréta időszakban lakta Dél-Amerika területét. Ez a gigantikus, növényevő szauropoda akár a 30-40 méteres hosszúságot és a 70-90 tonnás testtömeget is elérhette. Hatalmas oszlopszerű lábakon járt, rendkívül hosszú nyaka és farka volt, és feltehetően csordákban vonult a ragadozók elleni védelem érdekében. Mivel maradványai igen töredékesek, a pontos méreteinek meghatározása mindmáig a paleontológusok egyik legnagyobb kihívása.",common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,6,bonus,5,null,null,11.55,null,ismeretlen,unknown,
295f468e-48ff-4d66-ab0d-6c787bcfef76,Protoceratops,Protoceratops andrewsi,dinosaur,Ázsia,Mezozoikum,Kréta,késő-kréta,75,71,0.59,0.83,1.8,2.5,400,null,1923,Roy Chapman Andrews,"A 'kréta kor juhának' is nevezik, mivel Mongóliában és Kínában rendkívül sok leletét találták meg.",common,2026-06-30 04:46:58.828164+00,2026-06-30 04:46:58.828164+00,null,2,doktori,4,0.83,0.83,0.59,null,ismeretlen,unknown,andrewsi
ff371cd4-b3bc-4467-ba61-f42e5a5d07a7,Nanshiungosaurus,Nanshiungosaurus,dinosaur,Ázsia,Mezozoikum,Kréta,késő-kréta,84,71,1.45,1.75,4.4,5.3,null,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,null,1.75,1.75,1.45,null,ismeretlen,unknown,
e3d5894e-1e75-498d-8106-1766a741dd8f,Pelicanimimus,Pelicanimimus,dinosaur,Európa,Mezozoikum,Kréta,kora-kréta,127,121,0.66,0.83,2,2.5,null,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,null,0.83,0.83,0.66,null,ismeretlen,unknown,
caf0e998-ea93-4ab7-a8db-ae6b1059e8c3,Gobisaurus,Gobisaurus,dinosaur,Ázsia,Mezozoikum,Kréta,kora-kréta,121,99,1.65,null,5,null,null,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,null,null,null,1.65,null,ismeretlen,unknown,
c6f20126-3514-4e31-8cec-9dcc8c130337,Valdosaurus,Valdosaurus,dinosaur,Európa,Mezozoikum,Kréta,kora-kréta,142,121,0.99,null,3,null,null,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,null,null,null,0.99,null,ismeretlen,unknown,
bac2ad8a-2d8f-4763-80f1-f83f1ed6e1e9,Equijubus,Equijubus,dinosaur,Ázsia,Mezozoikum,Kréta,kora-kréta,127,99,null,null,null,null,null,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,null,null,null,null,null,ismeretlen,unknown,
59a62755-97a8-497f-a646-b902243b4725,Pleurocoelus,Pleurocoelus,dinosaur,Észak-Amerika,Mezozoikum,Kréta,kora-kréta,121,99,null,null,null,null,null,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,100,null,null,null,null,ismeretlen,unknown,
fcaf24ca-1a13-411a-9fe5-b50ff57cd1c5,Deinocheirus,Deinocheirus mirificus,dinosaur,Ázsia,Mezozoikum,Kréta,késő-kréta,70,70,3.63,3.63,11.0,11.0,null,null,1965,Zofia Kielan-Jaworowska,Hatalmas karjairól és a hátán lévő púpról ismert mindenevő dinoszaurusz Mongóliából.,legendary,2026-06-30 04:46:58.828164+00,2026-06-30 04:46:58.828164+00,null,3,doktori,4,3.63,3.63,3.63,null,ismeretlen,unknown,mirificus
07b9366e-a4b2-4765-a2f4-e2b632e30bc2,Garudimimus,Garudimimus,dinosaur,Ázsia,Mezozoikum,Kréta,késő-kréta,99,89,1.55,null,4.7,null,null,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,null,null,null,1.55,null,ismeretlen,unknown,
1bf06abe-a110-4647-8a95-323338368ea4,Cryolophosaurus,Cryolophosaurus,dinosaur,Antarktika,Mezozoikum,Jura,középső-jura,170,170,2.64,null,8,null,500,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,null,null,null,2.64,null,ismeretlen,unknown,
ecbd7710-4d87-49a4-84f1-05ed3daf176c,Micropachycephalosaurus,Micropachycephalosaurus,dinosaur,Ázsia,Mezozoikum,Kréta,késő-kréta,84,71,0.20,null,0.6,null,null,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,null,null,null,0.20,null,ismeretlen,unknown,
b87f6484-b862-4eba-9043-848875e526e1,Chungkingosaurus,Chungkingosaurus,dinosaur,Ázsia,Mezozoikum,Jura,késő-jura,159,142,1.32,null,4,null,null,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,null,null,null,1.32,null,ismeretlen,unknown,
f74cacfe-ab9c-420a-8815-9ea89b9b470b,Stenopelix,Stenopelix,dinosaur,Európa,Mezozoikum,Kréta,kora-kréta,127,121,0.50,null,1.5,null,null,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,null,null,null,0.50,null,ismeretlen,unknown,
b86dce94-c74e-460a-8d45-22d97237fe96,Shunosaurus,Shunosaurus,dinosaur,Ázsia,Mezozoikum,Jura,középső-jura,170,160,3.30,null,10,null,null,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,null,null,null,3.30,null,ismeretlen,unknown,
27e3031b-5dbc-42a9-b29a-2f8d594ecab2,Xiaosaurus,Xiaosaurus,dinosaur,Ázsia,Mezozoikum,Jura,középső-jura,169,163,0.33,null,1,null,10,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,null,null,null,0.33,null,ismeretlen,unknown,
1b6c22ec-c43a-4f24-9d55-517c485686fe,Othnielia,Othnielia,dinosaur,Észak-Amerika,Mezozoikum,Jura,késő-jura,154,142,0.46,null,1.4,null,null,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,null,null,null,0.46,null,ismeretlen,unknown,
f4f2660d-2889-4df5-bf3d-bbc1d06023a1,Uriash,Uriash kadici,dinosaur,Kárpát-medence,Mezozoikum,Kréta,késő-kréta,70,66,3.15,3.85,9.0,11.0,8000.0,9000.0,2023,Paleontológus kutatók,"Ezt a rendkívül új titanoszaurusz fajt a Hátszegi-medence legfiatalabb kréta időszaki rétegeiből írták le a szakemberek. Jelentős testi méreteivel és súlyával ez az állat teljesen megtöri a Hátszegi-sziget korábbi, kizárólagos szigeti törpenövésről szóló elméletét. Megjelenése arra utal, hogy a kréta időszak legvégén egy újabb, nagyobb testű dínókból álló bevándorlási hullám érte el az egykori szigetvilágot.",common,2026-06-28 04:57:47.338575+00,2026-06-28 04:57:47.338575+00,"Saurischia (Sauropoda, Titanosauria)",3,általános iskola,1,3.85,3.85,3.15,"Saurischia (Sauropodák, Titanoszauruszok)",növényevő,herbivore,kadici
3fa7c768-a6d3-484a-9232-edceb5cb747b,Scelidosaurus,Scelidosaurus harrisonii,dinosaur,Európa,Mezozoikum,Triász,késő-triász,208,191.0,1.20,1.20,4,4.0,null,250.0,1859,"James Harrison, leírta Richard Owen","Az egyik legkorábbi és egyben legteljesebb állapotban megőrződött páncélos dinoszaurusz a kora jura időszakból. Apró, csontos bütykökkel és tüskékkel borított teste alapján a kutatók ma egy olyan 'átmeneti' formának tekintik, amely még a páncélos dinoszauruszok két nagy ága, az ankylosauriák és a stegosauriák szétválása előtt élt. Csontvázának szokatlanul jó megőrződése miatt sokat tudunk a koponyájának és fogazatának apró részleteiről is.",common,2026-06-28 05:04:05.68662+00,2026-06-28 05:04:05.68662+00,Ornithischia (Thyreophora),2,középiskola,2,1.20,1.20,1.20,Ornithischia (Páncélos dinoszauruszok),növényevő,herbivore,harrisonii
9531b222-6123-429a-8aa0-b47711489c2e,Polacanthus,Polacanthus foxii,dinosaur,Európa,Mezozoikum,Kréta,kora-kréta,125,125.0,1.25,1.25,5,5.0,null,2000.0,1865,William Fox,"Ezt a súlyos páncélzattal, hosszú tüskékkel és egy merev, csontos csípőpajzzsal rendelkező növényevőt az Isle of Wight szigetén fedezték fel. Hátán és farkán végighúzódó tüskesor hatékony védelmet adott a kora kréta időszak ragadozóival szemben, ám farkának végén, a későbbi ankylosauridáktól eltérően, nem fejlődött ki csontos bunkó. Az egyik legkorábbi és legjobban ismert páncélos dinoszaurusz Európában.",common,2026-06-28 05:04:05.68662+00,2026-06-28 05:04:05.68662+00,Ornithischia (Ankylosauria),3,középiskola,2,1.25,1.25,1.25,Ornithischia (Páncélos dinoszauruszok),növényevő,herbivore,foxii
fb56d5a3-78d6-4861-88a9-17dbc94f5849,Hypsilophodon,Hypsilophodon foxii,dinosaur,Európa,Mezozoikum,Kréta,kora-kréta,125,125.0,0.81,0.63,2.3,1.8,50,20.0,1869,William Fox,"Kistermetű, finom felépítésű, madármedencéjű növényevő, amely hosszú lábaival rendkívül gyors futásra volt képes. A kutatók sokáig hibásan azt feltételezték, hogy fán élő, ágakon ugráló állat volt, ám a mai elemzések szerint kizárólag a talajon mozgott. Az Isle of Wight szigetén talált, viszonylag gyakori maradványai segítettek megérteni a kora kréta időszaki angliai ökoszisztéma kisebb növényevőit.",common,2026-06-28 05:04:05.68662+00,2026-06-28 05:04:05.68662+00,Ornithischia (Ornithopoda),3,középiskola,2,0.63,0.63,0.81,Ornithischia (Madárlábúak),növényevő,herbivore,foxii
db8b88bb-efbd-4e93-8726-18575e3a6ffc,Neovenator,Neovenator salerii,dinosaur,Európa,Mezozoikum,Kréta,kora-kréta,127,125.0,2.81,2.85,7.4,7.5,null,1000.0,1978,Steve Hutt csapata,"Az európai kora kréta időszak egyik legfélelmetesebb csúcsragadozója, egy nagytestű allosauroidea theropoda az Isle of Wight szigetéről. Csontvázának viszonylag teljes megőrződése révén az egyik legjobban ismert nagytestű ragadozó dinoszaurusz egész Európában. Karcsú, hosszú lábai gyors mozgásra utalnak, amellyel könnyen üldözhette a kora kréta időszak növényevőit.",common,2026-06-28 05:04:05.68662+00,2026-06-28 05:04:05.68662+00,"Saurischia (Theropoda, Allosauroidea)",1,középiskola,2,2.85,2.85,2.81,"Saurischia (Theropodák, Alloszaurusz-alkatúak)",ragadozó,carnivore,salerii
64713cd9-022d-4b1a-ab8a-4db4f3ed4d37,Buitreraptor,Buitreraptor,dinosaur,Dél-Amerika,Mezozoikum,Kréta,késő-kréta,99,90,0.43,null,1.3,null,null,null,2004,"Peter Makovicky, Sebastián Apesteguía és Agnolín","A Buitreraptor egy kistermetű, rendkívül specializálódott dromaeosaurid (raptor) dinoszaurusz volt, amely a kréta időszakban élt a mai Argentína területén. Körülbelül egy nagyobb kakas méretével vetekedett, teste könnyű, kecses és áramvonalas volt, hosszú, vékony hátsó lábakkal a gyors futáshoz. Legkülönlegesebb tulajdonsága a rendkívül megnyúlt, keskeny koponyája, amelyben sok apró, hegyes fog ült a megszokott nagy, hajlított tépőfogak helyett. Ez a felépítés arra utal, hogy nem nagy zsákmányra vadászott, hanem kis emlősöket, gyíkokat és esetleg halakat kapott el a sekély vizekben.",common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,9,bonus,5,null,null,0.43,null,ismeretlen,unknown,
9bd12388-fccb-4af0-9835-c49312ce3ae0,Stegosaurus,Stegosaurus,dinosaur,Észak-Amerika,Mezozoikum,Jura,késő-jura,155,145,2.97,null,9,null,null,null,1877,Othniel Charles Marsh,"A Stegosaurus a világ egyik legnépszerűbb és legkönnyebben felismerhető dinoszaurusza, amely a késő jura időszakban élt Észak-Amerikában. Hátán két sorban hatalmas, rombusz alakú csontlemezek meredeztek, amelyek a testhőmérséklet szabályozásában vagy a vizuális elrettentésben játszhattak szerepet. Farkának végén négy félelmetes, hegyes csonttüske helyezkedett el, amellyel halálos csapásokat mérhetett a rátámadó ragadozókra. Hatalmas, elefántszerű teste ellenére meglepően apró koponyája és dió nagyságú agya volt, így kizárólag a talajszinthez közeli puha növényzetet fogyasztotta.",common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,3,bonus,5,null,null,2.97,null,ismeretlen,unknown,
9685abe1-7d92-49bc-a53a-6674631c61c7,Sonidosaurus,Sonidosaurus,dinosaur,Ázsia,Mezozoikum,Kréta,késő-kréta,89,65,2.97,null,9,null,null,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,null,null,null,2.97,null,ismeretlen,unknown,
fd0eaf3e-f9eb-4195-b24b-d5ec00d6e3b3,Lambeosaurus,Lambeosaurus,dinosaur,Észak-Amerika,Mezozoikum,Kréta,késő-kréta,76,74,2.97,null,9,null,null,null,1923,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,100,null,null,2.97,null,ismeretlen,unknown,
782a91c3-b358-469f-a696-20b5b177a0e9,Irritator,Irritator,dinosaur,Dél-Amerika,Mezozoikum,Kréta,kora-kréta,112,99,2.15,null,6.5,null,null,null,1995,Illegális kövületgyűjtők (leírta Martill és csapata),"Az Irritator a Spinosauridae családba tartozó, különleges theropoda dinoszaurusz, amely a kora kréta időszakban élt a mai Brazília területén. Nevét onnan kapta, hogy a paleontológusok rendkívül irritálónak találták a fosszília helyreállítását, miután illegális fosszíliavadászok autó gittel módosították a leletet. Krokodilszerű, megnyúlt koponyája és egyenes, kúpos fogai arra utalnak, hogy elsősorban halászatra specializálódott, de kisebb pteroszauruszokat vagy dínókat is fogyaszthatott. Hátán valószínűleg egy kisebb vitorla vagy púp húzódott, ami a testhőmérséklet szabályozását vagy a fajtársak közötti jelzést szolgálhatta.",common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,7,bonus,5,null,null,2.15,null,ismeretlen,unknown,
aade065b-e122-437f-b359-1f4b866aa782,Kritosaurus,Kritosaurus,dinosaur,Észak-Amerika,Mezozoikum,Kréta,késő-kréta,78,74,2.64,null,8,null,null,null,1904,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,100,null,null,2.64,null,ismeretlen,unknown,
435b1e40-0667-431d-87c9-40935d889c9b,Chubutisaurus,Chubutisaurus,dinosaur,Dél-Amerika,Mezozoikum,Kréta,kora-kréta,112,99,7.59,null,23,null,null,null,1965,Guillermo del Corro,"A Chubutisaurus egy nagyméretű, korai titanoszauriform szauropoda növényevő volt, amely a kréta időszak elején élt Argentína Chubut tartományában. Körülbelül 23 méter hosszú és 20 tonna tömegű állat volt, amely átmenetet képez a klasszikus Brachiosauridák és a későbbi fejlett Titanoszauruszok között. Masszív, robusztus végtagokkal rendelkezett, amelyek elbírták hatalmas testét a mocsaras, folyóparti környezetben. Fontos lelet a paleontológia számára, mert segít megérteni a gigantikus dél-amerikai növényevők korai törzsfejlődését.",common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,8,bonus,5,null,null,7.59,null,ismeretlen,unknown,
58844718-252c-4bc9-99ee-b7fcff6e0867,Gallimimus,Gallimimus bullatus,dinosaur,Ázsia,Mezozoikum,Kréta,késő-kréta,70,70,1.98,2.64,6.0,8.0,200,null,1972,Rinchen Barsbold,"Madárszerű megjelenésű, feltehetően gyors futásra alkalmas dinoszaurusz Mongóliából.",common,2026-06-30 04:46:58.828164+00,2026-06-30 04:46:58.828164+00,null,3,doktori,4,2.64,2.64,1.98,null,ismeretlen,unknown,bullatus
821c4411-05de-43b8-9ad8-16fc4f1539ac,Leptoceratops,Leptoceratops,dinosaur,Észak-Amerika,Mezozoikum,Kréta,késő-kréta,67,65,0.99,null,3,null,null,null,1910,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,100,null,null,0.99,null,ismeretlen,unknown,
8d14c484-c9f4-411e-8ce6-8c3c6f50ca6e,Dryptosaurus,Dryptosaurus,dinosaur,Észak-Amerika,Mezozoikum,Kréta,késő-kréta,84,65,2.11,null,6.4,null,null,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,100,null,null,2.11,null,ismeretlen,unknown,
b6c2c6f5-0586-4523-bd7e-9abdd8ab6d67,Stegoceras,Stegoceras,dinosaur,Észak-Amerika,Mezozoikum,Kréta,késő-kréta,76,74,0.79,null,2.4,null,null,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,100,null,null,0.79,null,ismeretlen,unknown,
92da35b5-0549-4445-8387-209e288d7dc1,Einiosaurus,Einiosaurus,dinosaur,Észak-Amerika,Mezozoikum,Kréta,késő-kréta,74,74,1.98,null,6,null,null,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,100,null,null,1.98,null,ismeretlen,unknown,
ac6620dd-f5b7-4c17-bded-f5b253ba2a52,Prenocephale,Prenocephale,dinosaur,Ázsia,Mezozoikum,Kréta,késő-kréta,80,65,0.79,null,2.4,null,null,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,null,null,null,0.79,null,ismeretlen,unknown,
62da02ce-f5e4-41d7-92be-2db4d79d23ab,Quaesitosaurus,Quaesitosaurus,dinosaur,Ázsia,Mezozoikum,Kréta,késő-kréta,86,84,7.59,null,23,null,null,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,null,null,null,7.59,null,ismeretlen,unknown,
7d5474fa-96cd-425e-859d-5b725c438b09,Microceratus,Microceratus,dinosaur,Ázsia,Mezozoikum,Kréta,késő-kréta,86,66,0.17,null,0.5,null,null,null,1953,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,null,null,null,0.17,null,ismeretlen,unknown,
99d34b58-a876-45b6-aaab-0ab1a7dee278,Stygimoloch,Stygimoloch,dinosaur,Észak-Amerika,Mezozoikum,Kréta,késő-kréta,67,65,0.99,null,3,null,null,null,1982,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,100,null,null,0.99,null,ismeretlen,unknown,
ffe2a583-f260-4f72-a767-2034a39e03fd,Struthiosaurus,Struthiosaurus transylvanicus,dinosaur,Kárpát-medence,Mezozoikum,Kréta,késő-kréta,72,66,0.50,0.75,2.0,3.0,300.0,400.0,1895,Báró Nopcsa Ferenc,"A Hátszegi-medence folyóvízi üledékeiből előkerült páncélos növényevő maradványait szintén a híres erdélyi polihisztor írta le a szakvilág számára. Az állat közeli rokonságban állt a Magyarország területéről előkerült iharkúti formákkal, köztük a Hungarosaurusszal is. Testét súlyos csontos páncélelemek és tüskék borították, amelyek hatékony védelmet nyújtottak a korabeli ragadozókkal szemben.",common,2026-06-28 04:57:47.338575+00,2026-06-28 04:57:47.338575+00,"Ornithischia (Ankylosauria, Nodosauridae)",1,általános iskola,1,0.75,0.75,0.50,"Ornithischia (Páncélos dinoszauruszok, Nodosauridák)",növényevő,herbivore,transylvanicus
0b6c6191-8285-4b65-91b3-9dcfa4eb0bea,Styracosaurus,Styracosaurus,dinosaur,Észak-Amerika,Mezozoikum,Kréta,késő-kréta,76,70,1.82,null,5.5,null,null,null,1913,Lawrence Lambe,"A Styracosaurus a késő kréta időszak egyik leglátványosabb ceratopsida (tülkös) dinoszaurusza, amely Észak-Amerika folyóvölgyeiben élt. Orrán egyetlen hatalmas, akár 60 centiméteres egyenes szarvat viselt, miközben csontos nyakfodrából 4-6 hosszú, félelmetes tüske meredt hátrafelé és oldalra. Ez a robusztus, hordó alakú növényevő nagyjából 5-6 méter hosszú volt, és négy erős lábon járt, hasonlóan a mai orrszarvúakhoz. Lenyűgöző fejdísze hatékony fegyverként szolgált a ragadozók ellen, de a fajon belüli kommunikációban és a párválasztási párviadalokban is kulcsszerepe lehetett.",common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,4,bonus,5,null,null,1.82,null,ismeretlen,unknown,
46e069c4-a45f-435d-a4e0-3ec793db1dde,Sinocalliopteryx,Sinocalliopteryx,dinosaur,Ázsia,Mezozoikum,Kréta,kora-kréta,125,125,0.78,null,2.37,null,null,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,null,null,null,0.78,null,ismeretlen,unknown,
639b45a5-0a46-4686-95d4-d3067ead3ff4,Microraptor,Microraptor,dinosaur,Ázsia,Mezozoikum,Kréta,kora-kréta,125,122,0.26,null,0.8,null,1,2,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,null,null,null,0.26,null,ismeretlen,unknown,
7cbaded7-30a6-4cc4-8ab0-9e2a84359b87,Sinovenator,Sinovenator,dinosaur,Ázsia,Mezozoikum,Kréta,kora-kréta,127,121,0.33,null,1,null,null,null,2001,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,null,null,null,0.33,null,ismeretlen,unknown,
f36e1999-9622-4d1b-a759-41eef989d466,Antarctopelta,Antarctopelta,dinosaur,Antarktika,Mezozoikum,Kréta,késő-kréta,99,94,1.32,null,4,null,null,null,1986,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,null,null,null,1.32,null,ismeretlen,unknown,
617e3513-9f1d-4b1d-bdbd-02f3d2b06277,Hypselosaurus,Hypselosaurus,dinosaur,Ázsia,Mezozoikum,Kréta,késő-kréta,71,65,3.96,null,12,null,null,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,null,null,null,3.96,null,ismeretlen,unknown,
71f0f8e7-3e94-4cad-9892-ca0075532e72,Lamaceratops,Lamaceratops,dinosaur,Ázsia,Mezozoikum,Kréta,késő-kréta,75,72,null,null,null,null,null,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,null,null,null,null,null,ismeretlen,unknown,
ee5b4c2c-6bfa-4bb8-9416-5bc848fc22a2,Platyceratops,Platyceratops,dinosaur,Ázsia,Mezozoikum,Kréta,késő-kréta,75,72,null,null,null,null,null,null,null,null,null,common,2026-06-30 05:45:11.276302+00,2026-06-30 05:45:11.276302+00,null,100,bonus,null,null,null,null,null,ismeretlen,unknown,
